0	0	0	0	0
1	1	0	1	0
2	1	0	1	-9223372036854775808
3	0	0	1	0
4	1	1	1	4607182418800017408
5	1	-1	1	-4616189618054758400
6	0	0	1	4607182418800017408
7	0	0	0	0
8	0	0	1	4607182418800017408
9	0	0	0	0
10	0	0	1	4607182418800017408
11	0	0	0	0
12	0	0	0	0
13	0	0	0	0
14	0	0	0	0
15	0	0	0	0
16	0	0	0	0
17	0	0	0	0
18	0	0	1	0
19	0	0	1	-9223372036854775808
20	0	0	1	1
21	0	0	1	9218868437227405311
22	0	0	0	0
23	0	0	1	1
24	0	0	1	0
25	0	0	1	4845873199050653696
26	0	0	1	4607182418800017408
27	0	0	1	4607182418800017409
28	0	0	1	0
29	0	0	1	-9223372036854775808
30	0	0	0	0
31	0	0	0	0
32	0	0	1	4602678819172646912
33	0	0	1	-4601271444289093632
34	0	0	1	-9223372036854775808
35	0	0	0	0
36	0	0	0	0
37	0	0	0	0
38	0	0	1	-6525715860059848704
39	0	0	1	7133971548195463300
40	0	0	1	2135984154753913624
41	0	0	1	-9223372036854775789
42	0	0	0	0
43	0	0	0	0
44	0	0	1	-1680180759924393728
45	0	0	1	172333849589698070
46	0	0	1	8538153091889889280
47	0	0	0	0
48	0	0	1	1451538192234020278
49	0	0	1	1942181106599464442
50	0	0	1	-5804759916403765248
51	0	0	0	0
52	0	0	0	0
53	0	0	1	-9223372036854775808
54	0	0	1	1444897139283370147
55	0	0	1	0
56	0	0	0	0
57	0	0	1	0
58	0	0	1	7435262438343316911
59	0	0	0	0
60	0	0	1	0
61	0	0	0	0
62	0	0	1	-9223372036854775808
63	0	0	0	0
64	0	0	1	784814635139381256
65	0	0	1	-9223372036854775808
66	0	0	0	0
67	0	0	1	6730612692434118945
68	0	0	1	-6721257405990043648
69	0	0	0	0
70	0	0	1	8062283869510703291
71	0	0	1	-9223372036854775808
72	0	0	1	4356088047876440064
73	0	0	0	0
74	0	0	1	-6954742157338525901
75	0	0	0	0
76	0	0	1	0
77	0	0	1	-9223372036854775808
78	0	0	0	0
79	0	0	1	0
80	0	0	1	-9223372036854775808
81	0	0	1	0
82	0	0	0	0
83	0	0	0	0
84	0	0	1	0
85	0	0	0	0
86	0	0	0	0
87	0	0	1	0
88	0	0	1	4
89	0	0	1	-9223372036854775808
90	0	0	0	0
91	0	0	0	0
92	0	0	1	-3557266432603267345
93	0	0	0	0
94	0	0	1	0
95	0	0	0	0
96	0	0	1	3150502331869538460
97	0	0	0	0
98	0	0	1	-9223372036854775808
99	0	0	1	699348346122824785
100	0	0	0	0
101	0	0	1	-9223372036854775808
102	0	0	1	7174616096288069420
103	0	0	1	0
104	0	0	1	-4347124262880664331
105	0	0	1	7968645760691204104
106	0	0	1	589718497463547409
107	0	0	1	-9223372036854775808
108	0	0	1	8523434703401507411
109	0	0	1	90
110	0	0	1	-7201336816176611467
111	0	0	1	0
112	0	0	1	0
113	0	0	1	-7758419585955197504
114	0	0	1	9070815588461461832
115	0	0	1	0
116	0	0	1	-6423894074065520640
117	0	0	0	0
118	0	0	1	4729360651764972960
119	0	0	0	0
120	0	0	1	0
121	0	0	0	0
122	0	0	1	-6575725068690112680
123	0	0	1	0
124	0	0	0	0
125	0	0	1	-9223372036854775808
126	0	0	1	0
127	0	0	0	0
128	0	0	0	0
129	0	0	0	0
130	0	0	0	0
131	0	0	1	-9223372036854775808
132	0	0	1	3377998514928206441
133	0	0	1	0
134	0	0	1	-5698929808588397170
135	0	0	1	0
136	0	0	1	66597216947279365
137	0	0	1	-9223372036854775808
138	0	0	1	630644685320224768
139	0	0	1	0
140	0	0	1	-3341928138140099511
141	0	0	1	0
142	0	0	0	0
143	0	0	1	-4155678829108544906
144	0	0	1	3253008985904644096
145	0	0	1	0
146	0	0	0	0
147	0	0	0	0
148	0	0	1	9037099439532974395
149	0	0	1	-1535676593644640779
150	0	0	0	0
151	0	0	1	0
152	0	0	0	0
153	0	0	0	0
154	0	0	0	0
155	0	0	1	-4171559121643742019
156	0	0	1	7082315536223620870
157	0	0	1	7455953019889504495
158	0	0	1	-7006051224755956998
159	0	0	0	0
160	0	0	1	3422716444464926546
161	0	0	0	0
162	0	0	1	1872117178295588383
163	0	0	1	0
164	0	0	1	-3578668393325849500
165	0	0	1	9191206063475850663
166	0	0	1	8497817266479895083
167	0	0	1	-7128690217591698524
168	0	0	1	1607897833586952197
169	0	0	1	169343084270426866
170	0	0	0	0
171	0	0	0	0
172	0	0	0	0
173	0	0	1	-400283056875263804
174	0	0	1	837036896820525295
175	0	0	1	3140090768021283950
176	0	0	1	-1207134882371322816
177	0	0	1	4606466816247742930
178	0	0	0	0
179	0	0	1	-9223372036854775808
180	0	0	1	494405107908083712
181	0	0	1	0
182	0	0	1	-4052616543003707898
183	0	0	1	1388019448044564318
184	0	0	1	3343515700665671680
185	0	0	0	0
186	0	0	1	595905451060562255
187	0	0	1	1241124740166644204
188	0	0	1	-5469072326054622488
189	0	0	0	0
190	0	0	1	3592105329660855105
191	0	0	0	0
192	0	0	1	7783305073327675194
193	0	0	1	0
194	0	0	1	-2277836249030983680
195	0	0	0	0
196	0	0	1	771318811750427293
197	0	0	1	-9223372036854775808
198	0	0	0	0
199	0	0	1	4396462589440520807
200	0	0	1	-2262184321245783475
201	0	0	0	0
202	0	0	0	0
203	0	0	0	0
204	0	0	1	0
205	0	0	0	0
206	0	0	1	-4675809811437191168
207	0	0	0	0
208	0	0	1	7217810998398927790
209	0	0	1	-2190157573695419191
210	0	0	0	0
211	0	0	1	7336157152034014917
212	0	0	1	-4368491638549381120
213	0	0	1	0
214	0	0	1	6853307202711518696
215	0	0	1	-4073528028093355492
216	0	0	1	7893543180176928621
217	0	0	1	0
218	0	0	0	0
219	0	0	1	0
220	0	0	1	7345370992241278976
221	0	0	1	-9223372036854775808
222	0	0	0	0
223	0	0	1	0
224	0	0	1	-9223372036854775808
225	0	0	1	1593959736801063324
226	0	0	1	0
227	0	0	0	0
228	0	0	0	0
229	0	0	1	0
230	0	0	1	-6102359951453510977
231	0	0	1	0
232	0	0	1	4538580725745342786
233	0	0	1	-9223372036854775808
234	0	0	1	8385753767904606008
235	0	0	1	8687906153053965356
236	0	0	1	-172960414486185878
237	0	0	1	0
238	0	0	1	3841115108239474688
239	0	0	0	0
240	0	0	1	0
241	0	0	1	915680807959772610
242	0	0	1	-4782323485735164226
243	0	0	0	0
244	0	0	1	7931770459178587551
245	0	0	0	0
246	0	0	1	120048121745751349
247	0	0	1	0
248	0	0	1	-1011667325912965152
249	0	0	1	0
250	0	0	1	7092410192056092365
251	0	0	1	-6684777493652715892
252	0	0	1	7335265489741760982
253	0	0	1	0
254	0	0	1	-4391151296547091104
255	0	0	0	0
256	0	0	1	450145266398134272
257	0	0	0	0
258	0	0	1	7606426831101760642
259	0	0	1	0
260	0	0	1	-9223372036854775808
261	0	0	1	6083921840637274342
262	0	0	1	5142413689675988
263	0	0	1	-9223372036854775808
264	0	0	1	3447814396699349120
265	0	0	1	8166270481168804375
266	0	0	0	0
267	0	0	1	0
268	0	0	0	0
269	0	0	0	0
270	0	0	1	6874484987514494789
271	0	0	1	0
272	0	0	1	-7268824513395611350
273	0	0	0	0
274	0	0	1	2559305917819470223
275	0	0	1	-989559185717658918
276	0	0	0	0
277	0	0	1	3353183408853140117
278	0	0	1	-4751346824079320762
279	0	0	1	0
280	0	0	1	2083068021630976692
281	0	0	1	-9223372036854775808
282	0	0	1	5281237821744752867
283	0	0	1	0
284	0	0	0	0
285	0	0	0	0
286	0	0	1	3930027794949529584
287	0	0	1	-9223372036854775808
288	0	0	1	5279071768315091298
289	0	0	1	0
290	0	0	1	-665603044508104626
291	0	0	0	0
292	0	0	1	9052713218546032031
