decoded_dat/a/pof/god.dat	frame	0	0		686974
decoded_dat/a/pof/god.dat	field	0	-1	pic	393939
decoded_dat/a/pof/god.dat	field	0	-1	state	33303035
decoded_dat/a/pof/god.dat	field	0	-1	wait	30
decoded_dat/a/pof/god.dat	field	0	-1	next	323836
decoded_dat/a/pof/god.dat	field	0	-1	dvx	353530
decoded_dat/a/pof/god.dat	field	0	-1	dvy	353530
decoded_dat/a/pof/god.dat	field	0	-1	centerx	3534
decoded_dat/a/pof/god.dat	field	0	-1	centery	3739
decoded_dat/a/pof/god.dat	frame	1	10		686974
decoded_dat/a/pof/god.dat	field	1	-1	pic	393939
decoded_dat/a/pof/god.dat	field	1	-1	state	33303035
decoded_dat/a/pof/god.dat	field	1	-1	wait	30
decoded_dat/a/pof/god.dat	field	1	-1	next	323836
decoded_dat/a/pof/god.dat	field	1	-1	dvx	353530
decoded_dat/a/pof/god.dat	field	1	-1	dvy	353530
decoded_dat/a/pof/god.dat	field	1	-1	centerx	3534
decoded_dat/a/pof/god.dat	field	1	-1	centery	3739
decoded_dat/a/pof/god.dat	frame	2	20		686974
decoded_dat/a/pof/god.dat	field	2	-1	pic	393939
decoded_dat/a/pof/god.dat	field	2	-1	state	33303035
decoded_dat/a/pof/god.dat	field	2	-1	wait	30
decoded_dat/a/pof/god.dat	field	2	-1	next	323836
decoded_dat/a/pof/god.dat	field	2	-1	dvx	353530
decoded_dat/a/pof/god.dat	field	2	-1	dvy	353530
decoded_dat/a/pof/god.dat	field	2	-1	centerx	3534
decoded_dat/a/pof/god.dat	field	2	-1	centery	3739
decoded_dat/a/pof/god.dat	frame	3	30		686974
decoded_dat/a/pof/god.dat	field	3	-1	pic	393939
decoded_dat/a/pof/god.dat	field	3	-1	state	33303035
decoded_dat/a/pof/god.dat	field	3	-1	wait	30
decoded_dat/a/pof/god.dat	field	3	-1	next	323836
decoded_dat/a/pof/god.dat	field	3	-1	dvx	353530
decoded_dat/a/pof/god.dat	field	3	-1	dvy	353530
decoded_dat/a/pof/god.dat	field	3	-1	centerx	3534
decoded_dat/a/pof/god.dat	field	3	-1	centery	3739
decoded_dat/a/pof/god.dat	frame	4	165		676f64
decoded_dat/a/pof/god.dat	field	4	-1	pic	30
decoded_dat/a/pof/god.dat	field	4	-1	state	33303035
decoded_dat/a/pof/god.dat	field	4	-1	wait	34
decoded_dat/a/pof/god.dat	field	4	-1	next	313636
decoded_dat/a/pof/god.dat	field	4	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	4	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	5	166		676f64
decoded_dat/a/pof/god.dat	field	5	-1	pic	31
decoded_dat/a/pof/god.dat	field	5	-1	state	33303035
decoded_dat/a/pof/god.dat	field	5	-1	wait	34
decoded_dat/a/pof/god.dat	field	5	-1	next	313637
decoded_dat/a/pof/god.dat	field	5	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	5	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	6	167		676f64
decoded_dat/a/pof/god.dat	field	6	-1	pic	32
decoded_dat/a/pof/god.dat	field	6	-1	state	33303035
decoded_dat/a/pof/god.dat	field	6	-1	wait	34
decoded_dat/a/pof/god.dat	field	6	-1	next	313638
decoded_dat/a/pof/god.dat	field	6	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	6	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	7	168		676f64
decoded_dat/a/pof/god.dat	field	7	-1	pic	33
decoded_dat/a/pof/god.dat	field	7	-1	state	33303035
decoded_dat/a/pof/god.dat	field	7	-1	wait	34
decoded_dat/a/pof/god.dat	field	7	-1	next	313639
decoded_dat/a/pof/god.dat	field	7	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	7	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	8	169		676f64
decoded_dat/a/pof/god.dat	field	8	-1	pic	30
decoded_dat/a/pof/god.dat	field	8	-1	state	33303035
decoded_dat/a/pof/god.dat	field	8	-1	wait	34
decoded_dat/a/pof/god.dat	field	8	-1	next	313730
decoded_dat/a/pof/god.dat	field	8	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	8	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	9	170		676f64
decoded_dat/a/pof/god.dat	field	9	-1	pic	31
decoded_dat/a/pof/god.dat	field	9	-1	state	33303035
decoded_dat/a/pof/god.dat	field	9	-1	wait	34
decoded_dat/a/pof/god.dat	field	9	-1	next	313731
decoded_dat/a/pof/god.dat	field	9	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	9	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	10	171		676f64
decoded_dat/a/pof/god.dat	field	10	-1	pic	32
decoded_dat/a/pof/god.dat	field	10	-1	state	33303035
decoded_dat/a/pof/god.dat	field	10	-1	wait	34
decoded_dat/a/pof/god.dat	field	10	-1	next	313732
decoded_dat/a/pof/god.dat	field	10	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	10	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	11	172		676f64
decoded_dat/a/pof/god.dat	field	11	-1	pic	33
decoded_dat/a/pof/god.dat	field	11	-1	state	33303035
decoded_dat/a/pof/god.dat	field	11	-1	wait	34
decoded_dat/a/pof/god.dat	field	11	-1	next	323131
decoded_dat/a/pof/god.dat	field	11	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	11	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	12	178		676f64
decoded_dat/a/pof/god.dat	field	12	-1	pic	30
decoded_dat/a/pof/god.dat	field	12	-1	state	33303035
decoded_dat/a/pof/god.dat	field	12	-1	wait	34
decoded_dat/a/pof/god.dat	field	12	-1	next	313739
decoded_dat/a/pof/god.dat	field	12	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	12	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	13	179		676f64
decoded_dat/a/pof/god.dat	field	13	-1	pic	31
decoded_dat/a/pof/god.dat	field	13	-1	state	33303035
decoded_dat/a/pof/god.dat	field	13	-1	wait	34
decoded_dat/a/pof/god.dat	field	13	-1	next	313830
decoded_dat/a/pof/god.dat	field	13	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	13	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	14	180		676f64
decoded_dat/a/pof/god.dat	field	14	-1	pic	32
decoded_dat/a/pof/god.dat	field	14	-1	state	33303035
decoded_dat/a/pof/god.dat	field	14	-1	wait	34
decoded_dat/a/pof/god.dat	field	14	-1	next	313831
decoded_dat/a/pof/god.dat	field	14	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	14	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	15	181		676f64
decoded_dat/a/pof/god.dat	field	15	-1	pic	33
decoded_dat/a/pof/god.dat	field	15	-1	state	33303035
decoded_dat/a/pof/god.dat	field	15	-1	wait	34
decoded_dat/a/pof/god.dat	field	15	-1	next	313832
decoded_dat/a/pof/god.dat	field	15	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	15	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	16	182		676f64
decoded_dat/a/pof/god.dat	field	16	-1	pic	30
decoded_dat/a/pof/god.dat	field	16	-1	state	33303035
decoded_dat/a/pof/god.dat	field	16	-1	wait	34
decoded_dat/a/pof/god.dat	field	16	-1	next	313833
decoded_dat/a/pof/god.dat	field	16	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	16	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	17	183		676f64
decoded_dat/a/pof/god.dat	field	17	-1	pic	31
decoded_dat/a/pof/god.dat	field	17	-1	state	33303035
decoded_dat/a/pof/god.dat	field	17	-1	wait	34
decoded_dat/a/pof/god.dat	field	17	-1	next	313834
decoded_dat/a/pof/god.dat	field	17	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	17	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	18	184		676f64
decoded_dat/a/pof/god.dat	field	18	-1	pic	32
decoded_dat/a/pof/god.dat	field	18	-1	state	33303035
decoded_dat/a/pof/god.dat	field	18	-1	wait	34
decoded_dat/a/pof/god.dat	field	18	-1	next	313835
decoded_dat/a/pof/god.dat	field	18	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	18	-1	centery	323331
decoded_dat/a/pof/god.dat	frame	19	185		676f64
decoded_dat/a/pof/god.dat	field	19	-1	pic	33
decoded_dat/a/pof/god.dat	field	19	-1	state	33303035
decoded_dat/a/pof/god.dat	field	19	-1	wait	34
decoded_dat/a/pof/god.dat	field	19	-1	next	313836
decoded_dat/a/pof/god.dat	field	19	-1	centerx	313130
decoded_dat/a/pof/god.dat	field	19	-1	centery	323331
