"relative_path","formal_size_bytes","formal_sha256"
"data/bg_mode.dat","3231","F320BCCBFC07F0AB30B219262302C8F1421BFC8E6B617AAC06DE64A1498BE8EC"
"data/bg/aca.dat","522","6E9D1D088A2A9A06123AD23939058173BD57B8E4F77F8B9C9B3C5EB4158341FF"
"data/bg/are.dat","522","5562B66354F4094D0CB1B8BBCFC3B81DEF9B53487E3CF0C79F5EA693B3D8354F"
"data/bg/cav.dat","522","8838CD24EB3318FA91D27D6701228304A9462941A260E4A1427B2A3A0B04CC37"
"data/bg/cli.dat","522","DBB01E8BCF750A5066602FF3B44BA9373167F0EA70F73405955BA0FED271210C"
"data/bg/dee.dat","522","B439CDA90A2B118666540D0A008872B39F860573FA82A9DBFE5712EECB0CF8CD"
"data/bg/des.dat","522","D27F775E068B2C4BF864BF282F1B9322A971826129F4763582E3AED52537800F"
"data/bg/dis.dat","522","22B1B6DF206D8839739D177BED2B3DD6E5AEE90FD6FD9ADDE75DE03B1C91C8D0"
"data/bg/ent.dat","522","75BCAD7630E1B3BAE5F9A39824801CACA3EC8B6EB2A23361AF5D050CB1301F46"
"data/bg/fod.dat","522","8EA61BF3D2D23576571A346D5DB4066DF6E373D97A1F45F473682DA63566B624"
"data/bg/for.dat","522","BA1E73341817AB45828AD779DAE9A32B93FB015B776DDA8100D071D56BB92C30"
"data/bg/hid.dat","522","9932F41FA2604E5184D857C92DDBDC6D38F487EC4737CD1A0867D1F9ADAC92D9"
"data/bg/hos.dat","522","9EDCC7473D81193007D672A79B7F52365455452FA8E79C45ABB6FE54CB80CBB1"
"data/bg/hot.dat","522","FAF8C1BF3D2EBC8E155DEA9D986BAA9829E523EC0381C2ACD70EF47DFE55D0F8"
"data/bg/kab.dat","522","38D0FDB4503A3FBEB3CE89D44BABC4AE4AB1832277397F8A545BFA109D2EE371"
"data/bg/pat.dat","522","B32357734B2A735140C1ABDFBABFE7D083B7C30A1E569C928A65D913A7B3EAD4"
"data/bg/rai.dat","522","C1CA0A04CE09A97D38330AA890E4C160AE88E108B4FAF9EF927FD2CDC818A209"
"data/bg/ram.dat","522","6192946626C3D75E3075FA972619EB5A7A8503167D8E71265FE126F1B9461AB9"
"data/bg/random.dat","462","7DCB6AB0B7D50301E0B36B37FCBBD5443CAAFBBF244AFA599ED136E220FE09AC"
"data/bg/san.dat","522","6485D4BF381ECD0E6BF4185457D8B1D68EC3782217C65D5420EFEC1889CAB83B"
"data/bg/san2.dat","525","5CC1E136124E8498811A4A2A326CE344FC0C08C1A271C27EB8E8116951B749C5"
"data/bg/sno.dat","522","1BC82B9664D61AC7642BB081F98F8527247DC5DE56EE6AAA09F787773FF4EA13"
"data/bg/uch.dat","522","3825340615B11BD63CAFB5B2DBCB83AD78D9B1040B9851995BE072DC3C0AF3FF"
"data/bg/val.dat","522","41C0C9F775919D44ABE49F01E8E3A701137BCD594C43C049FEEC8835EE484454"
"data/bg/vil.dat","522","3580BDEAE4D2CDB11DB11F7BD935B7E3C74CC086B78D0EFD481559ACFB3EA31F"
"data/bg/wha.dat","522","740255DF7B680AB435BD5C2A2AC0369C63473BF7DBAC0B8280D95A15AB82D681"
"data/bgm.dat","454","ADA6B4E9C8F5C6FBD9A9A85F5E6188CD1CEE5E85139CD9367915EF786B64CAEA"
"data/frame/INKHUD2.dat","2143","0475B1F160A96A0A0E5ECCAF6FEC6129AF7F209CB73001978E675EBF94BFB2D0"
"data/menu.dat","2567","1A8D0BD925D047A6751240D6B088191569064D113D01A17E62E1E75AEAE2477C"
"data/minibar.dat","415","ACA49127677354E1364D74B0727BD458FC959CA9F8252D6051DC47AB5B505167"
"data/minibar/none.dat","24","766367853D939AD3552A13B8DC145F6CB15DEE2B6FC851C1E982700084EE26A3"
"data/minibar/st1.dat","416","1B841F464FF0D626F92435E5D51A7335A7ED11CBD2B3E4D05A75524313888128"
"data/minibar/st2.dat","476","A1DD6C927F1D06AD5476CAF2E6DD19C478BCF8321BE2E92BE35B5767BA2D13AF"
"data/minibar/stage.dat","586","26DB5428AA66B77732C2BFA93B8F6AA8E2A49327C82B27AF0E65D3B2C120BE29"
"data/sound.dat","397","7DA4AAD9E3729C44FD6F1D9A4659BC1C925069A7FDD405DD30D2E5BEA11B1C12"
"data/stage.dat","1082","5783EC9878E4ED2445ED4EB5B84E38C9131FBF3512969B6F59C4FE7478EE0B6E"
"s/0/stage0.dat","314","1B712F8F08AE17BA710E70641253629021F4E5CD4F66E10802814CA67F88073F"
"s/1/stage1.dat","11815","B06B20A5C38480C264D305E88DB67D259872061F9A3F8120C65505E97D4C93A7"
"s/2/stage2.dat","2503","E00F99A62EE0BAA7DA82C7674A50E7B8A1D87268EA2CE192825E808C3CD516A2"
"s/3/stage3.dat","4428","18A98F50FB90B6B1015CABFC89A46CAAADE8284F7733ACF4226884433BA4FF07"
"s/4/stage4.dat","3306","FCBF37FA7D6396041CE3AA21D336C6FA1F5A3D83F0A4DF473A67CDB5830C80FB"
"s/5/stage5.dat","2653","4E04658BC801965E88EB46EF006375AAE69474AF103E7F80476E6A61BB2517A4"
"s/S/su.dat","1983","92F98432DBFD502F2DC1D4BFC13C75E95BEB61473B7BBBDCE10929503277425D"
