0	0
1	0
2	-9223372036854775808
3	0
4	4607182418800017408
5	-4616189618054758400
6	4607182418800017408
7	0
8	4607182418800017408
9	0
10	4607182418800017408
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	-9223372036854775808
20	1
21	9218868437227405311
22	0
23	1
24	0
25	4845873199050653696
26	4607182418800017408
27	4607182418800017409
28	0
29	-9223372036854775808
30	0
31	0
32	4602678819172646912
33	-4601271444289093632
34	-9223372036854775808
35	0
36	0
37	0
38	-6525715860059848704
39	7133971548195463300
40	2135984154753913624
41	-9223372036854775789
42	0
43	0
44	-1680180759924393728
45	172333849589698070
46	8538153091889889280
47	0
48	1451538192234020278
49	1942181106599464442
50	-5804759916403765248
51	0
52	0
53	-9223372036854775808
54	1444897139283370147
55	0
56	0
57	0
58	7435262438343316911
59	0
60	0
61	0
62	-9223372036854775808
63	0
64	784814635139381256
65	-9223372036854775808
66	0
67	6730612692434118945
68	-6721257405990043648
69	0
70	8062283869510703291
71	-9223372036854775808
72	4356088047876440064
73	0
74	-6954742157338525901
75	0
76	0
77	-9223372036854775808
78	0
79	0
80	-9223372036854775808
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	4
89	-9223372036854775808
90	0
91	0
92	-3557266432603267345
93	0
94	0
95	0
96	3150502331869538460
97	0
98	-9223372036854775808
99	699348346122824785
100	0
101	-9223372036854775808
102	7174616096288069420
103	0
104	-4347124262880664331
105	7968645760691204104
106	589718497463547409
107	-9223372036854775808
108	8523434703401507411
109	90
110	-7201336816176611467
111	0
112	0
113	-7758419585955197504
114	9070815588461461832
115	0
116	-6423894074065520640
117	0
118	4729360651764972960
119	0
120	0
121	0
122	-6575725068690112680
123	0
124	0
125	-9223372036854775808
126	0
127	0
128	0
129	0
130	0
131	-9223372036854775808
132	3377998514928206441
133	0
134	-5698929808588397170
135	0
136	66597216947279365
137	-9223372036854775808
138	630644685320224768
139	0
140	-3341928138140099511
141	0
142	0
143	-4155678829108544906
144	3253008985904644096
145	0
146	0
147	0
148	9037099439532974395
149	-1535676593644640779
150	0
151	0
152	0
153	0
154	0
155	-4171559121643742019
156	7082315536223620870
157	7455953019889504495
158	-7006051224755956998
159	0
160	3422716444464926546
161	0
162	1872117178295588383
163	0
164	-3578668393325849500
165	9191206063475850663
166	8497817266479895083
167	-7128690217591698524
168	1607897833586952197
169	169343084270426866
170	0
171	0
172	0
173	-400283056875263804
174	837036896820525295
175	3140090768021283950
176	-1207134882371322816
177	4606466816247742930
178	0
179	-9223372036854775808
180	494405107908083712
181	0
182	-4052616543003707898
183	1388019448044564318
184	3343515700665671680
185	0
186	595905451060562255
187	1241124740166644204
188	-5469072326054622488
189	0
190	3592105329660855105
191	0
192	7783305073327675194
193	0
194	-2277836249030983680
195	0
196	771318811750427293
197	-9223372036854775808
198	0
199	4396462589440520807
200	-2262184321245783475
201	0
202	0
203	0
204	0
205	0
206	-4675809811437191168
207	0
208	7217810998398927790
209	-2190157573695419191
210	0
211	7336157152034014917
212	-4368491638549381120
213	0
214	6853307202711518696
215	-4073528028093355492
216	7893543180176928621
217	0
218	0
219	0
220	7345370992241278976
221	-9223372036854775808
222	0
223	0
224	-9223372036854775808
225	1593959736801063324
226	0
227	0
228	0
229	0
230	-6102359951453510977
231	0
232	4538580725745342786
233	-9223372036854775808
234	8385753767904606008
235	8687906153053965356
236	-172960414486185878
237	0
238	3841115108239474688
239	0
240	0
241	915680807959772610
242	-4782323485735164226
243	0
244	7931770459178587551
245	0
246	120048121745751349
247	0
248	-1011667325912965152
249	0
250	7092410192056092365
251	-6684777493652715892
252	7335265489741760982
253	0
254	-4391151296547091104
255	0
256	450145266398134272
257	0
258	7606426831101760642
259	0
260	-9223372036854775808
261	6083921840637274342
262	5142413689675988
263	-9223372036854775808
264	3447814396699349120
265	8166270481168804375
266	0
267	0
268	0
269	0
270	6874484987514494789
271	0
272	-7268824513395611350
273	0
274	2559305917819470223
275	-989559185717658918
276	0
277	3353183408853140117
278	-4751346824079320762
279	0
280	2083068021630976692
281	-9223372036854775808
282	5281237821744752867
283	0
284	0
285	0
286	3930027794949529584
287	-9223372036854775808
288	5279071768315091298
289	0
290	-665603044508104626
291	0
292	9052713218546032031
