kind	LTIxNDc0ODM2NDg=
x	LTIxNDc0ODM2NDg=
y	LTIxNDc0ODM2NDg=
w	LTIxNDc0ODM2NDg=
h	LTIxNDc0ODM2NDg=
dvx	LTIxNDc0ODM2NDg=
dvy	LTIxNDc0ODM2NDg=
fall	LTIxNDc0ODM2NDg=
arest	LTIxNDc0ODM2NDg=
vrest	LTIxNDc0ODM2NDg=
respond	LTIxNDc0ODM2NDg=
effect	LTIxNDc0ODM2NDg=
drain	LTIxNDc0ODM2NDg=
spark	LTIxNDc0ODM2NDg=
recover	LTIxNDc0ODM2NDg=
dbdefend	LTIxNDc0ODM2NDg=
bdefend	LTIxNDc0ODM2NDg=
injury	LTIxNDc0ODM2NDg=
zwidth	LTIxNDc0ODM2NDg=
z	LTIxNDc0ODM2NDg=
dvz	LTIxNDc0ODM2NDg=
sound	LTIxNDc0ODM2NDg=
cover	LTIxNDc0ODM2NDg=
caughtact	LTIxNDc0ODM2NDg=
catchingact	LTIxNDc0ODM2NDg=
pickedact	LTIxNDc0ODM2NDg=
pickingact	LTIxNDc0ODM2NDg=
delay	LTIxNDc0ODM2NDg=
poison	LTIxNDc0ODM2NDg=
confus	LTIxNDc0ODM2NDg=
weak	LTIxNDc0ODM2NDg=
manacle	LTIxNDc0ODM2NDg=
join	LTIxNDc0ODM2NDg=
mimic	LTIxNDc0ODM2NDg=
bound	LTIxNDc0ODM2NDg=
facing	LTIxNDc0ODM2NDg=
dx	LTIxNDc0ODM2NDg=
dy	LTIxNDc0ODM2NDg=
dz	LTIxNDc0ODM2NDg=
gain	LTIxNDc0ODM2NDg=
