kind	LTIxNDc0ODM2NDk=
x	LTIxNDc0ODM2NDk=
y	LTIxNDc0ODM2NDk=
w	LTIxNDc0ODM2NDk=
h	LTIxNDc0ODM2NDk=
dvx	LTIxNDc0ODM2NDk=
dvy	LTIxNDc0ODM2NDk=
fall	LTIxNDc0ODM2NDk=
arest	LTIxNDc0ODM2NDk=
vrest	LTIxNDc0ODM2NDk=
respond	LTIxNDc0ODM2NDk=
effect	LTIxNDc0ODM2NDk=
drain	LTIxNDc0ODM2NDk=
spark	LTIxNDc0ODM2NDk=
recover	LTIxNDc0ODM2NDk=
dbdefend	LTIxNDc0ODM2NDk=
bdefend	LTIxNDc0ODM2NDk=
injury	LTIxNDc0ODM2NDk=
zwidth	LTIxNDc0ODM2NDk=
z	LTIxNDc0ODM2NDk=
dvz	LTIxNDc0ODM2NDk=
sound	LTIxNDc0ODM2NDk=
cover	LTIxNDc0ODM2NDk=
caughtact	LTIxNDc0ODM2NDk=
catchingact	LTIxNDc0ODM2NDk=
pickedact	LTIxNDc0ODM2NDk=
pickingact	LTIxNDc0ODM2NDk=
delay	LTIxNDc0ODM2NDk=
poison	LTIxNDc0ODM2NDk=
confus	LTIxNDc0ODM2NDk=
weak	LTIxNDc0ODM2NDk=
manacle	LTIxNDc0ODM2NDk=
join	LTIxNDc0ODM2NDk=
mimic	LTIxNDc0ODM2NDk=
bound	LTIxNDc0ODM2NDk=
facing	LTIxNDc0ODM2NDk=
dx	LTIxNDc0ODM2NDk=
dy	LTIxNDc0ODM2NDk=
dz	LTIxNDc0ODM2NDk=
gain	LTIxNDc0ODM2NDk=
