kind	MTJqdW5r
x	MTJqdW5r
y	MTJqdW5r
w	MTJqdW5r
h	MTJqdW5r
dvx	MTJqdW5r
dvy	MTJqdW5r
fall	MTJqdW5r
arest	MTJqdW5r
vrest	MTJqdW5r
respond	MTJqdW5r
effect	MTJqdW5r
drain	MTJqdW5r
spark	MTJqdW5r
recover	MTJqdW5r
dbdefend	MTJqdW5r
bdefend	MTJqdW5r
injury	MTJqdW5r
zwidth	MTJqdW5r
z	MTJqdW5r
dvz	MTJqdW5r
sound	MTJqdW5r
cover	MTJqdW5r
caughtact	MTJqdW5r
catchingact	MTJqdW5r
pickedact	MTJqdW5r
pickingact	MTJqdW5r
delay	MTJqdW5r
poison	MTJqdW5r
confus	MTJqdW5r
weak	MTJqdW5r
manacle	MTJqdW5r
join	MTJqdW5r
mimic	MTJqdW5r
bound	MTJqdW5r
facing	MTJqdW5r
dx	MTJqdW5r
dy	MTJqdW5r
dz	MTJqdW5r
gain	MTJqdW5r
