kind	MjE0NzQ4MzY0Nw==
x	MjE0NzQ4MzY0Nw==
y	MjE0NzQ4MzY0Nw==
w	MjE0NzQ4MzY0Nw==
h	MjE0NzQ4MzY0Nw==
dvx	MjE0NzQ4MzY0Nw==
dvy	MjE0NzQ4MzY0Nw==
fall	MjE0NzQ4MzY0Nw==
arest	MjE0NzQ4MzY0Nw==
vrest	MjE0NzQ4MzY0Nw==
respond	MjE0NzQ4MzY0Nw==
effect	MjE0NzQ4MzY0Nw==
drain	MjE0NzQ4MzY0Nw==
spark	MjE0NzQ4MzY0Nw==
recover	MjE0NzQ4MzY0Nw==
dbdefend	MjE0NzQ4MzY0Nw==
bdefend	MjE0NzQ4MzY0Nw==
injury	MjE0NzQ4MzY0Nw==
zwidth	MjE0NzQ4MzY0Nw==
z	MjE0NzQ4MzY0Nw==
dvz	MjE0NzQ4MzY0Nw==
sound	MjE0NzQ4MzY0Nw==
cover	MjE0NzQ4MzY0Nw==
caughtact	MjE0NzQ4MzY0Nw==
catchingact	MjE0NzQ4MzY0Nw==
pickedact	MjE0NzQ4MzY0Nw==
pickingact	MjE0NzQ4MzY0Nw==
delay	MjE0NzQ4MzY0Nw==
poison	MjE0NzQ4MzY0Nw==
confus	MjE0NzQ4MzY0Nw==
weak	MjE0NzQ4MzY0Nw==
manacle	MjE0NzQ4MzY0Nw==
join	MjE0NzQ4MzY0Nw==
mimic	MjE0NzQ4MzY0Nw==
bound	MjE0NzQ4MzY0Nw==
facing	MjE0NzQ4MzY0Nw==
dx	MjE0NzQ4MzY0Nw==
dy	MjE0NzQ4MzY0Nw==
dz	MjE0NzQ4MzY0Nw==
gain	MjE0NzQ4MzY0Nw==
