kind	LTcgOTk=
x	LTcgOTk=
y	LTcgOTk=
w	LTcgOTk=
h	LTcgOTk=
dvx	LTcgOTk=
dvy	LTcgOTk=
fall	LTcgOTk=
arest	LTcgOTk=
vrest	LTcgOTk=
respond	LTcgOTk=
effect	LTcgOTk=
drain	LTcgOTk=
spark	LTcgOTk=
recover	LTcgOTk=
dbdefend	LTcgOTk=
bdefend	LTcgOTk=
injury	LTcgOTk=
zwidth	LTcgOTk=
z	LTcgOTk=
dvz	LTcgOTk=
sound	LTcgOTk=
cover	LTcgOTk=
caughtact	LTcgOTk=
catchingact	LTcgOTk=
pickedact	LTcgOTk=
pickingact	LTcgOTk=
delay	LTcgOTk=
poison	LTcgOTk=
confus	LTcgOTk=
weak	LTcgOTk=
manacle	LTcgOTk=
join	LTcgOTk=
mimic	LTcgOTk=
bound	LTcgOTk=
facing	LTcgOTk=
dx	LTcgOTk=
dy	LTcgOTk=
dz	LTcgOTk=
gain	LTcgOTk=
