name: _Mountain_Path width: 1330 zboundary: 390 680 shadow: b\s.png shadowsize: 37 9 hex: 16777215
small: b\Pat\t.png 
layer: b\Pat\0.png width: 1330 x: 0 y: 0 layer_end
layer: b\Pat\11.png width: 1330 x: 50 y: 275 cc: 31 c1: 0 c2: 7 layer_end
layer: b\Pat\12.png width: 1330 x: 50 y: 275 cc: 31 c1: 8 c2: 15 layer_end
layer: b\Pat\13.png width: 1330 x: 50 y: 275 cc: 31 c1: 16 c2: 23 layer_end
layer: b\Pat\14.png width: 1330 x: 50 y: 275 cc: 31 c1: 24 c2: 31 layer_end
layer: b\Pat\21.png width: 1330 x: 130 y: 275 cc: 30 c1: 0 c2: 14 layer_end
layer: b\Pat\22.png width: 1330 x: 130 y: 275 cc: 30 c1: 15 c2: 30 layer_end
layer: b\Pat\31.png width: 1330 x: 270 y: 275 cc: 95 c1: 0 c2: 7 layer_end
layer: b\Pat\32.png width: 1330 x: 255 y: 275 cc: 95 c1: 8 c2: 15 layer_end
layer: b\Pat\33.png width: 1330 x: 240 y: 275 cc: 95 c1: 16 c2: 23 layer_end
layer: b\Pat\34.png width: 1330 x: 225 y: 275 cc: 95 c1: 24 c2: 31 layer_end
layer: b\Pat\35.png width: 1330 x: 210 y: 275 cc: 95 c1: 32 c2: 39 layer_end
layer: b\Pat\36.png width: 1330 x: 195 y: 275 cc: 95 c1: 40 c2: 47 layer_end
layer: b\Pat\41.png width: 1330 x: 195 y: 275 cc: 95 c1: 48 c2: 55 layer_end
layer: b\Pat\42.png width: 1330 x: 210 y: 275 cc: 95 c1: 56 c2: 63 layer_end
layer: b\Pat\43.png width: 1330 x: 225 y: 275 cc: 95 c1: 64 c2: 71 layer_end
layer: b\Pat\44.png width: 1330 x: 240 y: 275 cc: 95 c1: 72 c2: 79 layer_end
layer: b\Pat\45.png width: 1330 x: 255 y: 275 cc: 95 c1: 80 c2: 87 layer_end
layer: b\Pat\46.png width: 1330 x: 270 y: 275 cc: 95 c1: 88 c2: 95 layer_end
