decoded_dat/c/jug/a/pao.dat	frame	0	0		666c79696e67
decoded_dat/c/jug/a/pao.dat	field	0	-1	pic	30
decoded_dat/c/jug/a/pao.dat	field	0	-1	state	33303030
decoded_dat/c/jug/a/pao.dat	field	0	-1	wait	31
decoded_dat/c/jug/a/pao.dat	field	0	-1	next	31
decoded_dat/c/jug/a/pao.dat	field	0	-1	dvx	353530
decoded_dat/c/jug/a/pao.dat	field	0	-1	dvy	353530
decoded_dat/c/jug/a/pao.dat	field	0	-1	dvz	353530
decoded_dat/c/jug/a/pao.dat	field	0	-1	centerx	3530
decoded_dat/c/jug/a/pao.dat	field	0	-1	centery	3535
decoded_dat/c/jug/a/pao.dat	frame	1	1		666c79696e67
decoded_dat/c/jug/a/pao.dat	field	1	-1	pic	31
decoded_dat/c/jug/a/pao.dat	field	1	-1	state	33303030
decoded_dat/c/jug/a/pao.dat	field	1	-1	wait	31
decoded_dat/c/jug/a/pao.dat	field	1	-1	next	32
decoded_dat/c/jug/a/pao.dat	field	1	-1	centerx	3530
decoded_dat/c/jug/a/pao.dat	field	1	-1	centery	3535
decoded_dat/c/jug/a/pao.dat	frame	2	2		666c79696e67
decoded_dat/c/jug/a/pao.dat	field	2	-1	pic	32
decoded_dat/c/jug/a/pao.dat	field	2	-1	state	33303030
decoded_dat/c/jug/a/pao.dat	field	2	-1	wait	31
decoded_dat/c/jug/a/pao.dat	field	2	-1	next	31303030
decoded_dat/c/jug/a/pao.dat	field	2	-1	centerx	3530
decoded_dat/c/jug/a/pao.dat	field	2	-1	centery	3535
decoded_dat/c/jug/a/pao.dat	frame	3	3		666c79696e67
decoded_dat/c/jug/a/pao.dat	field	3	-1	pic	34
decoded_dat/c/jug/a/pao.dat	field	3	-1	state	33303030
decoded_dat/c/jug/a/pao.dat	field	3	-1	wait	31
decoded_dat/c/jug/a/pao.dat	field	3	-1	next	34
decoded_dat/c/jug/a/pao.dat	field	3	-1	dvx	3337
decoded_dat/c/jug/a/pao.dat	field	3	-1	dvz	35
decoded_dat/c/jug/a/pao.dat	field	3	-1	centerx	3530
decoded_dat/c/jug/a/pao.dat	field	3	-1	centery	3535
decoded_dat/c/jug/a/pao.dat	block	3	0	itr	
decoded_dat/c/jug/a/pao.dat	field	3	0	kind	30
decoded_dat/c/jug/a/pao.dat	field	3	0	x	3334
decoded_dat/c/jug/a/pao.dat	field	3	0	y	3330
decoded_dat/c/jug/a/pao.dat	field	3	0	w	3239
decoded_dat/c/jug/a/pao.dat	field	3	0	h	3234
decoded_dat/c/jug/a/pao.dat	field	3	0	effect	30
decoded_dat/c/jug/a/pao.dat	field	3	0	dvx	3130
decoded_dat/c/jug/a/pao.dat	field	3	0	dvy	2d3135
decoded_dat/c/jug/a/pao.dat	field	3	0	fall	393939
decoded_dat/c/jug/a/pao.dat	field	3	0	vrest	3130
decoded_dat/c/jug/a/pao.dat	field	3	0	bdefend	3136
decoded_dat/c/jug/a/pao.dat	field	3	0	injury	3335
decoded_dat/c/jug/a/pao.dat	block	3	1	bdy	
decoded_dat/c/jug/a/pao.dat	field	3	1	kind	30
decoded_dat/c/jug/a/pao.dat	field	3	1	x	3334
decoded_dat/c/jug/a/pao.dat	field	3	1	y	3330
decoded_dat/c/jug/a/pao.dat	field	3	1	w	3239
decoded_dat/c/jug/a/pao.dat	field	3	1	h	3234
decoded_dat/c/jug/a/pao.dat	frame	4	4		666c79696e67
decoded_dat/c/jug/a/pao.dat	field	4	-1	pic	35
decoded_dat/c/jug/a/pao.dat	field	4	-1	state	33303030
decoded_dat/c/jug/a/pao.dat	field	4	-1	wait	31
decoded_dat/c/jug/a/pao.dat	field	4	-1	next	33
