0	
1	2d312e303030303030
2	2d31302e303030303030
3	2d31302e323939393939
4	2d313130
5	2d31322e303030303030
6	2d313230
7	2d31332e303030303030
8	2d31332e3430303030
9	2d31332e383030303030
10	2d31342e303030303030
11	2d31342e323939393939
12	2d31352e303030303030
13	2d31352e323939393939
14	2d31362e303030303030
15	2d31362e323939393939
16	2d31362e353030303030
17	2d31362e373939393939
18	2d31372e303030303030
19	2d31372e323939393939
20	2d31382e323939393939
21	2d31382e353939393939
22	2d322e303030303030
23	2d32302e323939393939
24	2d32332e303030303030
25	2d32362e323939393939
26	2d3630
27	30
28	302e303030303030
29	31
30	312e303030303030
31	312e333230303030
32	312e353030303030
33	3130
34	31302e303030303030
35	313030
36	313035
37	313037
38	31303830
39	313039
40	31303935
41	3131
42	31312e303030303030
43	313130
44	31313030
45	313131
46	313132
47	31313231
48	313133
49	313134
50	313135
51	313137
52	313138
53	313139
54	3132
55	313230
56	313231
57	31323135
58	313233
59	313234
60	313235
61	313236
62	313237
63	313238
64	313239
65	3133
66	31332e303030303030
67	31332e353030303030
68	313330
69	31333030
70	313333
71	313334
72	313335
73	313338
74	31333834
75	313339
76	3134
77	31342e303030303030
78	31342e333030303030
79	31342e353030303030
80	313430
81	313434
82	313435
83	313436
84	313438
85	31343833
86	313439
87	3135
88	31352e303030303030
89	31352e353030303030
90	313530
91	313532
92	313535
93	313536
94	313538
95	313539
96	3136
97	31362e303030303030
98	31362e323030303030
99	31362e353030303030
100	31362e373030303030
101	313630
102	31363030
103	313635
104	313636
105	313639
106	3137
107	31372e303030303030
108	31372e343030303030
109	31372e353030303030
110	313730
111	313732
112	313733
113	313734
114	313735
115	313737
116	313739
117	3138
118	31382e303030303030
119	313830
120	313831
121	313835
122	313836
123	3139
124	31392e3030303030
125	31392e303030303030
126	31392e333030303030
127	31392e353030303030
128	313930
129	313931
130	313932
131	31393230
132	313933
133	313934
134	313935
135	313937
136	313939
137	31393939
138	32
139	322e303030303030
140	322e333030303030
141	322e353030303030
142	3230
143	32302e303030303030
144	323030
145	32303030
146	323035
147	323036
148	323039
149	3231
150	323130
151	323132
152	323133
153	323135
154	323139
155	323230
156	323231
157	323232
158	323233
159	323234
160	323237
161	323239
162	3233
163	32332e303030303030
164	323330
165	323331
166	323332
167	323335
168	323337
169	323339
170	32342e3030303030
171	32342e303030303030
172	323430
173	323431
174	323435
175	323438
176	323439
177	3235
178	32352e303030303030
179	323530
180	323532
181	323535
182	323536
183	32362e303030303030
184	323630
185	323633
186	323635
187	323639
188	3237
189	323732
190	323735
191	323739
192	3238
193	323830
194	323836
195	323838
196	323839
197	3239
198	323930
199	323931
200	323933
201	323939
202	33
203	332e303030303030
204	332e333030303030
205	332e373030303030
206	332e373530303030
207	3330
208	33302e3030303030
209	33302e303030303030
210	33303030
211	333031
212	333036
213	333038
214	333130
215	333131
216	333132
217	333133
218	333134
219	333136
220	333137
221	333138
222	333139
223	3332
224	333230
225	333232
226	333238
227	333339
228	3334
229	333433
230	333435
231	333436
232	3335
233	333530
234	333531
235	333538
236	3336
237	333630
238	333631
239	333634
240	333639
241	3337
242	333732
243	3338
244	333834
245	333835
246	333836
247	333931
248	333935
249	333939
250	34
251	342e303030303030
252	342e333030303030
253	3430
254	343030
255	34303030
256	343031
257	343034
258	343037
259	343130
260	343134
261	343139
262	343230
263	343235
264	343238
265	343339
266	3434
267	343430
268	343438
269	34352e303030303030
270	343530
271	343533
272	343538
273	343630
274	343639
275	3437
276	343738
277	343739
278	3438
279	3439
280	35
281	352e303030303030
282	3530
283	353030
284	3531
285	353130
286	353136
287	353236
288	353334
289	353439
290	3535
291	353530
292	353533
293	3536
294	353630
295	353631
296	353633
297	353637
298	353639
299	3538
300	3539
301	36
302	362e303030303030
303	3630
304	363030
305	363034
306	363239
307	3633
308	363339
309	3635
310	363532
311	363739
312	363830
313	363839
314	3639
315	363939
316	37
317	3730
318	373030
319	373038
320	373139
321	3732
322	373231
323	373235
324	373331
325	3735
326	373536
327	3736
328	373634
329	373731
330	3738
331	3739
332	373937
333	373939
334	38
335	382e303030303030
336	3830
337	383030
338	383038
339	3831
340	3832
341	3834
342	3835
343	3836
344	383638
345	3838
346	383830
347	3839
348	39
349	3930
350	3931
351	3932
352	393237
353	3933
354	3934
355	3935
356	393530
357	3936
358	3937
359	3939
360	416e6b6f
361	416e6b6f28436c6f6e6529
362	4173756d61
363	436869796f
364	436c61795a6f6d626965
365	436c61795a6f6d62696532
366	44616e7a6f
367	44616e7a6f28556e7365616c656429
368	44656964617261
369	44656964617261284269726429
370	456e656d79
371	4761617261
372	47656e6d61
373	47656e6d6128436c6f6e6529
374	476f6c656d
375	476f6c656d32
376	477572656e
377	477572656e28436c6f6e6529
378	48616b75
379	48616e
380	48616e28536d6f6b6529
381	486173686972616d61
382	486173686972616d6128436c6f6e6529
383	486173686972616d61285361676529
384	486179617465
385	48617961746528436c6f6e6529
386	48617961746528436c6f6e653229
387	4861796174652848696464656e29
388	486964616e
389	48696e617461
390	486972757a656e
391	486972757a656e28436c6f6e6529
392	487567655f6e696e
393	487567655f6e696e32
394	487567655f6e696e33
395	48756e7465725f4e696e
396	49646c6531
397	49646c6532
398	4972756b61
399	4972756b6128436c6f6e6529
400	497461636869
401	4a697261697961
402	4a69726169796128536167654d6f646529
403	4a697261697961287072652d534d6f646529
404	4a69726f626f
405	4a69726f626f2843533229
406	4a75676f
407	4a75676f2843533229
408	4b616275746f
409	4b616b61736869
410	4b616b757a75
411	4b616e6b75726f
412	4b616e6b75726f507570706574
413	4b6172696e
414	4b696261
415	4b69646f6d617275
416	4b69646f6d6172752843533229
417	4b696c6c6572626565
418	4b696d696d61726f
419	4b696d696d61726f2843533229
420	4b6973616d65
421	4b6973616d6528436c6f6e6529
422	4b6973616d6553
423	4b6f6e616e
424	4b6f6e616e416e67656c
425	4d61736b416972
426	4d61736b46697265
427	4d61736b5468756e646572
428	4d61736b5761746572
429	4d696768745f477579
430	4d696768745f47757928364729
431	4d696768745f47757928384729
432	4d696e61746f
433	4d696e61746f284b434d29
434	4d696e61746f28536167654d6f646529
435	4d697a756b69
436	4d697a756b69435332
437	4e4344656964617261
438	4e4344656964617261284269726429
439	4e434b616b757a75
440	4e434b6973616d65
441	4e435361736f7269
442	4e617275746f
443	4e617275746f28315429
444	4e617275746f28345429
445	4e617275746f28436c6f6e6529
446	4e617275746f2853436c6f6e6529
447	4e617275746f28536167654d6f646529
448	4e656a69
449	4f726f6368696d617275
450	5061696e28416e696d616c29
451	5061696e284465766129
452	50616b6b756d
453	507570706574
454	50757070657431
455	5075707065743130
456	50757070657432
457	50757070657433
458	50757070657434
459	50757070657435
460	50757070657436
461	50757070657437
462	50757070657438
463	50757070657439
464	52454b616b757a75
465	5261696b616765
466	5261696b61676554
467	526f636b5f4c6565
468	536169
469	53616b6f6e
470	53616b6f6e26556b6f6e
471	53616b6f6e26556b6f6e2843533229
472	53616b6f6e2843533229
473	53616b757261
474	53616b7572614352
475	53616b7572614e6f7468696e67
476	53616e645f4372656174757265
477	5361736f7269
478	536173756b65
479	536173756b652843533229
480	536173756b65284d5329
481	536173756b65284d535329
482	5368696b616d617275
483	5368696e6f
484	536869737569
485	536e616b65
486	537065637461746f72
487	537472696b65725f4e696e
488	5375696765747375
489	546179757961
490	5461797579612843533229
491	54656d617269
492	54656e74656e
493	54656e74656e28426c61646529
494	54656e74656e28506f6c6529
495	54656e74656e285361676529
496	54656e74656e2853776f72647329
497	546575636869
498	5469676572546f6269
499	546f6269
500	546f626972616d61
501	546f626972616d6128436c6f6e6529
502	546f6e746f6e
503	5473756e616465
504	54737572756769
505	556b6f6e
506	556b6f6e2843533229
507	596167757261
508	59616d61746f
509	59616d61746f28436c6f6e6529
510	596f726f69
511	5a6162757a61
512	5a6162757a6128436c6f6e6529
513	5a6162757a612844656d6f6e29
514	615c616d615c616d612e706e67
515	615c616d615c616d61322e706e67
516	615c626c61635c626c61632e706e67
517	615c626c61635c626c6163322e706e67
518	615c626c61735c626c61732e706e67
519	615c626c655c626c652e706e67
520	615c6368615c6368612e706e67
521	615c6368615c636861322e706e67
522	615c636c615c636c612e706e67
523	615c636c615c636c61322e706e67
524	615c636c615c636c61332e706e67
525	615c636c615c636c61342e706e67
526	615c636c615c666c612e706e67
527	615c6669725c6669722e706e67
528	615c6669725c666972322e706e67
529	615c6669725c666972332e706e67
530	615c6669725c6669727a2e706e67
531	615c6669725c6669727a322e706e67
532	615c6669725c666c612e706e67
533	615c666c615c666c612e706e67
534	615c66726f5c66726f2e706e67
535	615c67726f5c67726f2e706e67
536	615c67726f5c67726f322e706e67
537	615c6865615c6865612e706e67
538	615c6b616d5c6b616d2e706e67
539	615c6b616d5c6b616d322e706e67
540	615c6b61745c6b61742e706e67
541	615c6b61745c6b6174302e706e67
542	615c6b61745c6b6174322e706e67
543	615c6b61745c6b6174332e706e67
544	615c6c69675c6c69672e706e67
545	615c6d65675c6d65672e706e67
546	615c706f665c676f642e706e67
547	615c706f665c706f662e706e67
548	615c706f665c706f66322e706e67
549	615c706f665c706f66332e706e67
550	615c706f665c706f66342e706e67
551	615c7075725c7075722e706e67
552	615c726f635c726f632e706e67
553	615c736e615c736e612e706e67
554	615c736e615c736e616f726f2e706e67
555	615c736e615c736e617361732e706e67
556	615c7370695c7370692e706e67
557	615c7472615c7472612e706e67
558	615c77616c5c77616c2e706e67
559	615c7761745c6d697374732e706e67
560	615c7761745c6d69737473322e706e67
561	615c7761745c6d69737473332e706e67
562	615c7761745c6d69737473342e706e67
563	615c7761745c7761742e706e67
564	615c7761745c776174322e706e67
565	615c7761745c776174332e706e67
566	615c7761745c776174622e706e67
567	615c7761745c776174652e706e67
568	615c77696e5c77696e2e706e67
569	615c7a7a7a5c7a7a7a2e706e67
570	635c305c7370652e706e67
571	635c305c7370655f732e706e67
572	635c616e6b5c615c61746b2e706e67
573	635c616e6b5c615c6b6174312e706e67
574	635c616e6b5c615c6b6174322e706e67
575	635c616e6b5c615c6b6174332e706e67
576	635c616e6b5c615c7061722e706e67
577	635c616e6b5c615c73312e706e67
578	635c616e6b5c615c73322e706e67
579	635c616e6b5c615c736e612e706e67
580	635c616e6b5c616e6b312e706e67
581	635c616e6b5c616e6b322e706e67
582	635c616e6b5c616e6b332e706e67
583	635c616e6b5c616e6b342e706e67
584	635c616e6b5c73736e6b2e706e67
585	635c6173755c615c617368312e706e67
586	635c6173755c615c617368322e706e67
587	635c6173755c615c617368332e706e67
588	635c6173755c615c666c79312e706e67
589	635c6173755c617375312e706e67
590	635c6173755c617375322e706e67
591	635c6173755c617375332e706e67
592	635c6173755c617375342e706e67
593	635c6265655c615c6566666563742e706e67
594	635c6265655c615c656666656374322e706e67
595	635c6265655c615c77696e64332e706e67
596	635c6265655c6265652e706e67
597	635c6265655c626565322e706e67
598	635c6368695c615c6368612e706e67
599	635c6368695c615c7075702e706e67
600	635c6368695c615c707570322e706e67
601	635c6368695c615c7261732e706e67
602	635c6368695c615c7365616c2e706e67
603	635c6368695c615c7375632e706e67
604	635c6368695c6368692e706e67
605	635c6368695c70757031302e706e67
606	635c6368695c70757031612e706e67
607	635c6368695c70757031622e706e67
608	635c6368695c707570322e706e67
609	635c6368695c707570332e706e67
610	635c6368695c707570342e706e67
