0	0
1	-4616189618054758400
2	-4601552919265804288
3	-4601384034842727848
4	-4585931058058362880
5	-4600427019358961664
6	-4585227370616586240
7	-4599864069405540352
8	-4599638889424171827
9	-4599413709442803302
10	-4599301119452119040
11	-4599132235029042600
12	-4598738169498697728
13	-4598569285075621288
14	-4598175219545276416
15	-4598090777333738196
16	-4598034482056921088
17	-4597950039845382868
18	-4597893744568565760
19	-4597809302357027540
20	-4597527827380316884
21	-4597443384887303687
22	-4611686018427387904
23	-4596964877426895572
24	-4596204894708301824
25	-4595276027566631636
26	-4589730970243956736
27	0
28	0
29	4607182418800017408
30	4607182418800017408
31	4608623570680775967
32	4609434218613702656
33	4621819117588971520
34	4621819117588971520
35	4636737291354636288
36	4637089135075524608
37	4637229872563879936
38	4652464705678344192
39	4637370610052235264
40	4652530676376010752
41	4622382067542392832
42	4622382067542392832
43	4637440978796412928
44	4652552666608566272
45	4637511347540590592
46	4637581716284768256
47	4652645025585299456
48	4637652085028945920
49	4637722453773123584
50	4637792822517301248
51	4637933560005656576
52	4638003928749834240
53	4638074297494011904
54	4622945017495814144
55	4638144666238189568
56	4638215034982367232
57	4653058441957343232
58	4638355772470722560
59	4638426141214900224
60	4638496509959077888
61	4638566878703255552
62	4638637247447433216
63	4638707616191610880
64	4638742800563699712
65	4623507967449235456
66	4623507967449235456
67	4623789442425946112
68	4638777984935788544
69	4653432275910787072
70	4638883538052055040
71	4638918722424143872
72	4638953906796232704
73	4639059459912499200
74	4653801711817719808
75	4639094644284588032
76	4624070917402656768
77	4624070917402656768
78	4624239802388683162
79	4624352392379367424
80	4639129828656676864
81	4639270566145032192
82	4639305750517121024
83	4639340934889209856
84	4639411303633387520
85	4654237118422319104
86	4639446488005476352
87	4624633867356078080
88	4624633867356078080
89	4624915342332788736
90	4639481672377565184
91	4639552041121742848
92	4639657594238009344
93	4639692778610098176
94	4639763147354275840
95	4639798331726364672
96	4625196817309499392
97	4625196817309499392
98	4625253112304841523
99	4625337554797854720
100	4625393849793196851
101	4639833516098453504
102	4654751689864118272
103	4640009437958897664
104	4640044622330986496
105	4640150175447252992
106	4625478292286210048
107	4625478292286210048
108	4625590882276894310
109	4625619029774565376
110	4640185359819341824
111	4640255728563519488
112	4640290912935608320
113	4640326097307697152
114	4640361281679785984
115	4640431650423963648
116	4640502019168141312
117	4625759767262920704
118	4625759767262920704
119	4640537203540230144
120	4640572387912318976
121	4640713125400674304
122	4640748309772763136
123	4626041242239631360
124	4626041242239631360
125	4626041242239631360
126	4626125684732644557
127	4626181979727986688
128	4640889047261118464
129	4640924231633207296
130	4640959416005296128
131	4656159064747671552
132	4640994600377384960
133	4641029784749473792
134	4641064969121562624
135	4641135337865740288
136	4641205706609917952
137	4656506510422048768
138	4611686018427387904
139	4611686018427387904
140	4612361558371493478
141	4612811918334230528
142	4626322717216342016
143	4626322717216342016
144	4641240890982006784
145	4656510908468559872
146	4641416812842450944
147	4641451997214539776
148	4641557550330806272
149	4626604192193052672
150	4641592734702895104
151	4641663103447072768
152	4641698287819161600
153	4641768656563339264
154	4641909394051694592
155	4641944578423783424
156	4641979762795872256
157	4642014947167961088
158	4642050131540049920
159	4642085315912138752
160	4642190869028405248
161	4642261237772582912
162	4627167142146473984
163	4627167142146473984
164	4642296422144671744
165	4642331606516760576
166	4642366790888849408
167	4642472344005115904
168	4642542712749293568
169	4642613081493471232
170	4627448617123184640
171	4627448617123184640
172	4642648265865560064
173	4642683450237648896
174	4642824187726004224
175	4642929740842270720
176	4642964925214359552
177	4627730092099895296
178	4627730092099895296
179	4643000109586448384
180	4643070478330626048
181	4643176031446892544
182	4643211215818981376
183	4628011567076605952
184	4643281584563159040
185	4643334361121292288
186	4643369545493381120
187	4643439914237558784
188	4628293042053316608
189	4643492690795692032
190	4643545467353825280
191	4643615836098002944
192	4628574517030027264
193	4643633428284047360
194	4643738981400313856
195	4643774165772402688
196	4643791757958447104
197	4628855992006737920
198	4643809350144491520
199	4643826942330535936
200	4643862126702624768
201	4643967679818891264
202	4613937818241073152
203	4613937818241073152
204	4614613358185178726
205	4615514078110652826
206	4615626668101337088
207	4629137466983448576
208	4629137466983448576
209	4629137466983448576
210	4658815484840378368
211	4644002864190980096
212	4644090825121202176
213	4644126009493291008
214	4644161193865379840
215	4644178786051424256
216	4644196378237468672
217	4644213970423513088
218	4644231562609557504
219	4644266746981646336
220	4644284339167690752
221	4644301931353735168
222	4644319523539779584
223	4629700416936869888
224	4644337115725824000
225	4644372300097912832
226	4644477853214179328
227	4644671367260667904
