name: _District width: 1330 zboundary: 635 720 shadow: b\s.png shadowsize: 37 9 hex: 16777215
small: b\Dis\t.png 
layer: b\Dis\1.png width: 1335 x: 0 y: 0 layer_end
layer: b\Dis\cr1.png width: 1330 x: 0 y: 0 cc: 120 c1: 0 c2: 6 layer_end
layer: b\Dis\cr2.png width: 1330 x: 0 y: 0 cc: 120 c1: 6 c2: 12 layer_end
layer: b\Dis\cr3.png width: 1330 x: 0 y: 0 cc: 120 c1: 12 c2: 18 layer_end
layer: b\Dis\cr4.png width: 1330 x: 0 y: 0 cc: 120 c1: 18 c2: 24 layer_end
layer: b\Dis\cr5.png width: 1330 x: 0 y: 0 cc: 120 c1: 24 c2: 30 layer_end
layer: b\Dis\cr6.png width: 1330 x: 0 y: 0 cc: 120 c1: 30 c2: 36 layer_end
layer: b\Dis\cr7.png width: 1330 x: 0 y: 0 cc: 120 c1: 36 c2: 42 layer_end
layer: b\Dis\cr8.png width: 1330 x: 0 y: 0 cc: 120 c1: 42 c2: 48 layer_end
layer: b\Dis\cr9.png width: 1330 x: 0 y: 0 cc: 120 c1: 48 c2: 54 layer_end
layer: b\Dis\cr10.png width: 1330 x: 0 y: 0 cc: 120 c1: 54 c2: 66 layer_end
layer: b\Dis\cr9.png width: 1330 x: 0 y: 0 cc: 120 c1: 66 c2: 72 layer_end
layer: b\Dis\cr8.png width: 1330 x: 0 y: 0 cc: 120 c1: 72 c2: 78 layer_end
layer: b\Dis\cr7.png width: 1330 x: 0 y: 0 cc: 120 c1: 78 c2: 84 layer_end
layer: b\Dis\cr6.png width: 1330 x: 0 y: 0 cc: 120 c1: 84 c2: 90 layer_end
layer: b\Dis\cr5.png width: 1330 x: 0 y: 0 cc: 120 c1: 90 c2: 96 layer_end
layer: b\Dis\cr4.png width: 1330 x: 0 y: 0 cc: 120 c1: 96 c2: 102 layer_end
layer: b\Dis\cr3.png width: 1330 x: 0 y: 0 cc: 120 c1: 102 c2: 108 layer_end
layer: b\Dis\cr2.png width: 1330 x: 0 y: 0 cc: 120 c1: 108 c2: 114 layer_end
layer: b\Dis\cr1.png width: 1330 x: 0 y: 0 cc: 120 c1: 114 c2: 120 layer_end
